teks_bersih,kategori,urgensi,instansi
selamat pagi mau lapor salut sama kerja keras pak lurah kami orangnya baik harap segera ada tindakan,administrasi,tidak_urgen,Dinas Kependudukan dan Catatan Sipil
wabah dbd menyebar cepet udah 5 orang di rt kami positif,kesehatan,sangat_urgen,Dinas Kesehatan
jalan provinsi ambrol kena longsor akses kota putus total,infrastruktur,sangat_urgen,Dinas Pekerjaan Umum
kepada yth pemda ada penembakan di daerah kami warga panik ga berani keluar rumah kami tunggu tindakannya,keamanan,sangat_urgen,Satuan Polisi Pamong Praja
kepada yth pemda taman di pinggir jalan kurang terawat rumputnya tinggi harap cepet ada tindakan,infrastruktur,biasa,Dinas Pekerjaan Umum
mas motor parkir sembarangan di badan jalan ganggu arus lalu lintas tolong dong,keamanan,biasa,Satuan Polisi Pamong Praja
selamat pagi mau lapor mantep deh pemda udah cepet nanggepin keluhan warga warga resah ini,administrasi,tidak_urgen,Dinas Kependudukan dan Catatan Sipil
pengaduan: permohonan keringanan pajak sudah diajukan 3 bulan tidak ada respons sudah kami laporkan berkali kali,administrasi,urgen,Dinas Kependudukan dan Catatan Sipil
parkir liar di depan toko halangi pejalan kaki,keamanan,biasa,Satuan Polisi Pamong Praja
pos ronda di rt kami sudah rusak perlu diperbaiki harap segera ada tindakan,infrastruktur,biasa,Dinas Pekerjaan Umum
nomor antrian di kantor kecamatan sistemnya masih manual kapan diselesaikan,administrasi,biasa,Dinas Kependudukan dan Catatan Sipil
mbak pasien rujukan ditolak rs tanpa alasan yang jelas harap segera ada tindakan,kesehatan,urgen,Dinas Kesehatan
pak pencemaran udara dari pabrik bikin warga sesak napas batuk batuk segera ya pak,kebersihan,sangat_urgen,Dinas Lingkungan Hidup
pengaduan: peredaran minuman keras ilegal di warung warung sekitar makin marak udah lama nih,keamanan,urgen,Satuan Polisi Pamong Praja
laporan: rel kereta ga ada pagarnya udah ada yang ketabrak minggu lalu mohon ditindak,infrastruktur,sangat_urgen,Dinas Pekerjaan Umum
laporan: stok vaksin di puskesmas habis imunisasi bayi tertunda udah lama nih,kesehatan,urgen,Dinas Kesehatan
ada pengedar narkoba di lingkungan kami udah lapor tapi belum ada tindakan,keamanan,urgen,Satuan Polisi Pamong Praja
mau lapor nih dokter puskesmas sering bolos pasien numpuk ga ada yang meriksa udah lama nih,kesehatan,urgen,Dinas Kesehatan
mas bansos ga tepat sasaran tetangga mampu dapat saya yang susah malah tidak dapat kami sangat terganggu,administrasi,urgen,Dinas Kependudukan dan Catatan Sipil
halo selamat siang premanisme di pasar makin merajalela pedagang resah harap cepat ada tindakan,keamanan,urgen,Satuan Polisi Pamong Praja
ada warga yang buang sampah di lahan kosong depan rumah kami kapan ada solusinya,kebersihan,biasa,Dinas Lingkungan Hidup
permisi mau lapor nomor telepon kantor kecamatan susah dihubungi harap segera ada tindakan,administrasi,biasa,Dinas Kependudukan dan Catatan Sipil
mau lapor nih posyandu ga aktif udah 4 bulan balita ga ada yang pantau udah lama nih,kesehatan,urgen,Dinas Kesehatan
mau lapor nih tenaga kesehatan di desa kami mengundurkan diri tidak ada penggantinya harap segera ada tindakan,kesehatan,urgen,Dinas Kesehatan
laporan: gorong gorong di bawah jalan tersumbat air meluap ke jalan kami sangat terganggu,infrastruktur,urgen,Dinas Pekerjaan Umum
mau lapor nih warga membuang sampah ke sungai setiap malam mencemari air terima kasih sebelumnya,kebersihan,urgen,Dinas Lingkungan Hidup
bu lingkungan kami sekarang udah bersih makasih petugas kebersihan mohon perhatiannya,administrasi,tidak_urgen,Dinas Kependudukan dan Catatan Sipil
got besar penuh sampah plastik banjir kalo ujan,kebersihan,urgen,Dinas Lingkungan Hidup
mbak puskesmas pembantu tutup ga ada tenaga kesehatan sama sekali udah lama nih,kesehatan,urgen,Dinas Kesehatan
jam buka puskesmas sering ga sesuai jadwal,kesehatan,biasa,Dinas Kesehatan
halo selamat siang ada warga yang pelihara ayam di pemukiman padat bau dan berisik mohon ditindak,keamanan,biasa,Satuan Polisi Pamong Praja
mas puskesmas kami tidak punya alat usg padahal banyak ibu hamil udah lama nih,kesehatan,urgen,Dinas Kesehatan
mbak warga bakar sampah tiap hari asapnya masuk ke rumah ganggu pernapasan warga resah ini,kebersihan,urgen,Dinas Lingkungan Hidup
selamat pagi mau lapor sumber mata air desa kami tercemar limbah berwarna hijau berbau,kebersihan,sangat_urgen,Dinas Lingkungan Hidup
mas tps liar di pinggir jalan numpuk ga pernah diangkut nyamuk bejibun tolong dong,kebersihan,urgen,Dinas Lingkungan Hidup
halo pemda jalan depan sekolah retak dalam banget anak anak sering jatuh cepet ya pak,infrastruktur,sangat_urgen,Dinas Pekerjaan Umum
halo pemda perjudian ilegal beroperasi terang terangan di garasi rumah warga tolong cepet ditangani,keamanan,urgen,Satuan Polisi Pamong Praja
minta tolong papan pengumuman di kantor kelurahan jarang diupdate warga resah ini,administrasi,biasa,Dinas Kependudukan dan Catatan Sipil
tolong bank sampah di kelurahan kami ga jalan terima kasih sebelumnya,kebersihan,biasa,Dinas Lingkungan Hidup
penerangan di lorong puskesmas kurang terang tolong diperhatikan,kesehatan,biasa,Dinas Kesehatan
aspal di depan rumah saya mengelupas,infrastruktur,biasa,Dinas Pekerjaan Umum
permisi mau lapor reklame ilegal banyak dipasang di pohon pohon jalan,keamanan,biasa,Satuan Polisi Pamong Praja
tolong ada kasus tbc menyebar di lingkungan padat penduduk butuh penanganan cepat,kesehatan,sangat_urgen,Dinas Kesehatan
saluran irigasi sawah bocor petani rugi terus,infrastruktur,urgen,Dinas Pekerjaan Umum
warga bakar sampah tiap hari asapnya masuk ke rumah ganggu pernapasan,kebersihan,urgen,Dinas Lingkungan Hidup
bayi gizi buruk parah di desa kami butuh bantuan segera,kesehatan,sangat_urgen,Dinas Kesehatan
mbak pelayanan kelurahan kami sdh membaik lebih cepat dari sebelumnya harap segera ada tindakan,administrasi,tidak_urgen,Dinas Kependudukan dan Catatan Sipil
permisi mau lapor bayi gizi buruk parah di desa kami butuh bantuan segera segera ya pak,kesehatan,sangat_urgen,Dinas Kesehatan
selamat pagi mau lapor tempat hiburan malam berisik ganggu warga sekitar tiap malam minggu warga resah ini,keamanan,biasa,Satuan Polisi Pamong Praja
pengaduan: lampu jalan di gang kami mati udah 2 minggu gelap bgt malem terima kasih sebelumnya,infrastruktur,urgen,Dinas Pekerjaan Umum
selamat pagi pemda semoga makin maju kotanya,administrasi,tidak_urgen,Dinas Kependudukan dan Catatan Sipil
mau lapor nih peredaran minuman keras ilegal di warung warung sekitar makin marak minta ditindak,keamanan,urgen,Satuan Polisi Pamong Praja
permisi mau lapor tempat hiburan malam berisik ganggu warga sekitar tiap malam minggu tolong diperhatikan,keamanan,biasa,Satuan Polisi Pamong Praja
minta tolong pelayanan puskesmas kurang ramah perawatnya galak harap cepat ada tindakan,kesehatan,biasa,Dinas Kesehatan
bank sampah di kelurahan kami ga jalan,kebersihan,biasa,Dinas Lingkungan Hidup
maling motor udah masuk ke perumahan kami 3x dalam sebulan ini harap segera ada tindakan,keamanan,urgen,Satuan Polisi Pamong Praja
minta ada pedagang yang jualan di badan jalan bahayain pengendara kapan diselesaikan,keamanan,biasa,Satuan Polisi Pamong Praja
permisi mau lapor website kelurahan kami tidak pernah diperbarui informasinya harap segera ada tindakan,administrasi,biasa,Dinas Kependudukan dan Catatan Sipil
mau lapor nih website kelurahan kami tidak pernah diperbarui informasinya kami sangat terganggu,administrasi,biasa,Dinas Kependudukan dan Catatan Sipil
tiang listrik mau roboh nempel ke pohon rawan banget kena angin,infrastruktur,sangat_urgen,Dinas Pekerjaan Umum
tolong got besar penuh sampah plastik banjir kalo ujan,kebersihan,urgen,Dinas Lingkungan Hidup
bu pelayanan di kecamatan lama banget bisa nunggu sampe sore kami tunggu tindakannya,administrasi,urgen,Dinas Kependudukan dan Catatan Sipil
halo pemda drainase gang depan rumah agak bau perlu dikuras terima kasih sebelumnya,kebersihan,biasa,Dinas Lingkungan Hidup
jembatan retak parah goyang banget kalo dilewati truk minta tolong banget,infrastruktur,sangat_urgen,Dinas Pekerjaan Umum
pak walikota salatiga keren banget programnya bagus kami parah terganggu,administrasi,tidak_urgen,Dinas Kependudukan dan Catatan Sipil
got saluran air di perumahan kami mampet udah sebulan,infrastruktur,urgen,Dinas Pekerjaan Umum
ada keluhan nih tps liar di pinggir jalan numpuk ga pernah diangkut nyamuk buanyak,kebersihan,urgen,Dinas Lingkungan Hidup
mohon wabah diare menyebar di desa kami udah 20 orang kena termasuk balita,kesehatan,sangat_urgen,Dinas Kesehatan
ada keluhan nih jadwal dokter spesialis di puskesmas terlalu sedikit terima kasih sebelumnya,kesehatan,biasa,Dinas Kesehatan
taman di pinggir jalan kurang terawat rumputnya tinggi,infrastruktur,biasa,Dinas Pekerjaan Umum
ada keluhan nih penerangan jalan minim banget malem gelap gulita rawan kejahatan mohon ditindak,keamanan,urgen,Satuan Polisi Pamong Praja
selokan penuh sampah plastik air meluap ke jalan terima kasih sebelumnya,kebersihan,urgen,Dinas Lingkungan Hidup
pasien rujukan ditolak rs tanpa alasan yang jelas,kesehatan,urgen,Dinas Kesehatan
pengaduan: jam pelayanan di kantor desa terlalu singkat tutup terlalu cepat kami sangat terganggu,administrasi,biasa,Dinas Kependudukan dan Catatan Sipil
minta tolong remaja di bawah umur terlibat tawuran bawa celurit ada yang masuk ugd minta tolong banget,keamanan,sangat_urgen,Satuan Polisi Pamong Praja
permisi mau lapor tempat sampah di depan kantor kelurahan jarang dikosongkan mohon ditindak,kebersihan,biasa,Dinas Lingkungan Hidup
ada keluhan nih perjudian ilegal beroperasi terang terangan di garasi rumah masyarakat mohon ditindak,keamanan,urgen,Satuan Polisi Pamong Praja
permisi mau lapor puskesmas pembantu tutup ga ada tenaga kesehatan sama sekali harap segera ada tindakan,kesehatan,urgen,Dinas Kesehatan
halo pemda posyandu ga aktif udah 4 bulan balita ga ada yang pantau mohon ditindak,kesehatan,urgen,Dinas Kesehatan
pak camat kami orangnya ramah dan cepat tanggap,administrasi,tidak_urgen,Dinas Kependudukan dan Catatan Sipil
pengaduan: jambret hp terjadi siang hari di jalan ramai pelaku kabur kami tunggu tindakannya,keamanan,urgen,Satuan Polisi Pamong Praja
halo selamat siang selamat pagi pemda semoga makin maju kotanya kami sangat terganggu,administrasi,tidak_urgen,Dinas Kependudukan dan Catatan Sipil
pak reklame ilegal bejibun dipasang di pohon pohon jalan sudah kami laporkan berkali kali,keamanan,biasa,Satuan Polisi Pamong Praja
mbak jalan cor beton kampung kami retak dan ambles di beberapa titik cepet ya pak,infrastruktur,urgen,Dinas Pekerjaan Umum
terimakasih pemda sudah perhatikan warga kecil seperti kami,administrasi,tidak_urgen,Dinas Kependudukan dan Catatan Sipil
halo pemda website kelurahan kami tidak pernah diperbarui informasinya,administrasi,biasa,Dinas Kependudukan dan Catatan Sipil
kepada yth pemda saluran air kecil di gang agak tersumbat daun,infrastruktur,biasa,Dinas Pekerjaan Umum
ruangan pelayanan dukcapil kurang nyaman ga ada ac sudah kami laporkan berkali kali,administrasi,biasa,Dinas Kependudukan dan Catatan Sipil
mau lapor nih sungai butek item bau masyarakat banyak yang kena penyakit kulit tolong cepet ditangani,kebersihan,sangat_urgen,Dinas Lingkungan Hidup
mau lapor nih parkir liar di depan toko halangi pejalan kaki kami sangat terganggu,keamanan,biasa,Satuan Polisi Pamong Praja
laporan: tiang listrik mau roboh nempel ke pohon rawan banget kena angin,infrastruktur,sangat_urgen,Dinas Pekerjaan Umum
lingkungan rt kurang bersih perlu kerja bakti,kebersihan,biasa,Dinas Lingkungan Hidup
laporan: sampah medis bekas jarum suntik berserakan di taman bermain anak udah lama nih,kebersihan,sangat_urgen,Dinas Lingkungan Hidup
minta tolong fasilitas toilet di puskesmas kurang bersih kapan diselesaikan,kesehatan,biasa,Dinas Kesehatan
ambulans desa rusak ga bisa dipake warga ada yang sakit parah,kesehatan,sangat_urgen,Dinas Kesehatan
mohon jambret hp terjadi siang hari di jalan ramai pelaku kabur,keamanan,urgen,Satuan Polisi Pamong Praja
dengan hormat tawuran pakai senjata tajam ada korban luka parah butuh penanganan segera tolong cepet ditangani,keamanan,sangat_urgen,Satuan Polisi Pamong Praja
ada keluhan nih bangunan liar di lahan fasilitas umum ga ada penertiban udah lama nih,keamanan,biasa,Satuan Polisi Pamong Praja
mau lapor nih selamat hari jadi kota salatiga semoga makin maju sdh kami laporkan berkali kali,administrasi,tidak_urgen,Dinas Kependudukan dan Catatan Sipil
permisi mau lapor got kecil di depan rumah agak mampet kapan ada solusinya,infrastruktur,biasa,Dinas Pekerjaan Umum
pompa air irigasi rusak sawah warga kekeringan,infrastruktur,urgen,Dinas Pekerjaan Umum
surat keterangan domisili dipersulit minta syarat yang tidak masuk akal,administrasi,urgen,Dinas Kependudukan dan Catatan Sipil
pengaduan: drainase mampet banjir tiap hujan deras tolong cepet ditangani,infrastruktur,urgen,Dinas Pekerjaan Umum
pak walikota salatiga keren banget programnya bagus,administrasi,tidak_urgen,Dinas Kependudukan dan Catatan Sipil
ruang tunggu puskesmas sempit dan panas ga ada kipas angin udah lama nih,kesehatan,biasa,Dinas Kesehatan
sampah plastik banyak berserakan di pinggir kali,kebersihan,biasa,Dinas Lingkungan Hidup
jam buka puskesmas sering ga sesuai jadwal udah lama nih,kesehatan,biasa,Dinas Kesehatan
jalan longsor nutup akses ke 3 desa warga ga bisa kemana mana,infrastruktur,sangat_urgen,Dinas Pekerjaan Umum
pak air pdam berasa aneh bau ga layak minum warga takut konsumsi minta tolong banget,kebersihan,sangat_urgen,Dinas Lingkungan Hidup
mbak stok vaksin di puskesmas habis imunisasi bayi tertunda udah lama nih,kesehatan,urgen,Dinas Kesehatan
begal bunuh pengendara motor tadi malem di jalan gelap deket desa kami,keamanan,sangat_urgen,Satuan Polisi Pamong Praja
selamat pagi mau lapor penipuan berkedok arisan online makan banyak korban di kelurahan kami,keamanan,urgen,Satuan Polisi Pamong Praja
selamat pagi mau lapor ambulans desa rusak ga bisa dipake warga ada yang sakit parah tolong cepet ditangani,kesehatan,sangat_urgen,Dinas Kesehatan
laporan: remaja di bawah umur terlibat tawuran bawa celurit ada yang masuk ugd terima kasih sebelumnya,keamanan,sangat_urgen,Satuan Polisi Pamong Praja
ada pembuangan limbah ilegal di dekat sekolah baunya menyengat,kebersihan,sangat_urgen,Dinas Lingkungan Hidup
mohon pasar tradisional sampahnya numpuk bau amis kemana mana minta tolong banget,kebersihan,urgen,Dinas Lingkungan Hidup
permisi mau lapor tempat sampah di taman rusak perlu diganti,kebersihan,biasa,Dinas Lingkungan Hidup
dengan hormat trotoar di jalan retak retak sudah kami laporkan berkali kali,infrastruktur,biasa,Dinas Pekerjaan Umum
pak camat kami orangnya ramah dan cepat tanggap minta tolong banget,administrasi,tidak_urgen,Dinas Kependudukan dan Catatan Sipil
cat marka jalan udah pudar ga keliatan penduduk resah ini,infrastruktur,biasa,Dinas Pekerjaan Umum
ruang tunggu kantor pelayanan gak ada tempat duduk yang cukup warga resah ini,administrasi,biasa,Dinas Kependudukan dan Catatan Sipil
laporan: ada warung yang buka sampai larut malam berisik terima kasih sebelumnya,keamanan,biasa,Satuan Polisi Pamong Praja
jambret hp terjadi siang hari di jalan ramai pelaku kabur,keamanan,urgen,Satuan Polisi Pamong Praja
bu jalan berlubang gede di depan sekolah udah ada yang jatuh segera ya pak,infrastruktur,urgen,Dinas Pekerjaan Umum
pengaduan: akta kelahiran anak susah banget diurusnya syaratnya berbelit belit udah lama nih,administrasi,urgen,Dinas Kependudukan dan Catatan Sipil
mohon permohonan keringanan pajak sudah diajukan 3 bulan tidak ada respons warga resah ini,administrasi,urgen,Dinas Kependudukan dan Catatan Sipil
mas tembok penahan tanah jebol longsor ancam rumah penduduk di bawah warga resah ini,infrastruktur,sangat_urgen,Dinas Pekerjaan Umum
mau lapor nih pelaku kekerasan dalam rumah tangga kabur setelah menyerang korban parah tolong dong,keamanan,sangat_urgen,Satuan Polisi Pamong Praja
tolong sertifikat tanah saya ga kunjung kelar udah setaun nunggu tolong cepet ditangani,administrasi,urgen,Dinas Kependudukan dan Catatan Sipil
selamat pagi mau lapor plang nama gang kami copot perlu dipasang lagi kami sangat terganggu,infrastruktur,biasa,Dinas Pekerjaan Umum
imunisasi anak di kelurahan kami ga jalan udah berbulan bulan,kesehatan,urgen,Dinas Kesehatan
mas lampu jalan di gang kami mati udah 2 minggu gelap bgt malem,infrastruktur,urgen,Dinas Pekerjaan Umum
mas dana desa ga transparan warga ga tau dipake untuk apa aja,administrasi,urgen,Dinas Kependudukan dan Catatan Sipil
tumpukan sampah di gang belakang makin tinggi ga ada yang angkut,kebersihan,urgen,Dinas Lingkungan Hidup
mbak pertolongan keringanan pajak sdh diajukan 3 bulan tidak ada respons kapan ada solusinya,administrasi,urgen,Dinas Kependudukan dan Catatan Sipil
tolong talud sungai retak retak rawan jebol saat banjir tolong dong,infrastruktur,urgen,Dinas Pekerjaan Umum
ada penduduk yang pelihara ayam di pemukiman padat bau dan berisik tolong diperhatikan,keamanan,biasa,Satuan Polisi Pamong Praja
mohon pengamen sering minta uang paksa di warung warung mohon perhatiannya,keamanan,biasa,Satuan Polisi Pamong Praja
ada keluhan nih tempat parkir rs daerah kurang luas sering penuh kami tunggu tindakannya,kesehatan,biasa,Dinas Kesehatan
pak keracunan massal di kantin sekolah puluhan anak muntah muntah dibawa ke rs kami tunggu tindakannya,kesehatan,sangat_urgen,Dinas Kesehatan
halo selamat siang ibu hamil di desa kami susah akses bidan jaraknya jauh banget,kesehatan,urgen,Dinas Kesehatan
mohon ada penembakan di daerah kami warga panik ga berani keluar rumah tolong cepet ditangani,keamanan,sangat_urgen,Satuan Polisi Pamong Praja
minta tolong got depan rumah agak kotor perlu dikuras,kebersihan,biasa,Dinas Lingkungan Hidup
halo pemda sampah daun di depan rumah belum disapu petugas kapan diselesaikan,kebersihan,biasa,Dinas Lingkungan Hidup
bu sistem antrian puskesmas masih manual blm pakai nomor minta ditindak,kesehatan,biasa,Dinas Kesehatan
mas tempat sampah di halte bus udah penuh perlu dikosongkan kami sangat terganggu,kebersihan,biasa,Dinas Lingkungan Hidup
mbak wabah campak menyebar di sekolah dasar puluhan anak kena kapan ada solusinya,kesehatan,sangat_urgen,Dinas Kesehatan
bu ada pengedar narkoba di lingkungan kami udah lapor tapi belum ada tindakan sudah kami laporkan berkali kali,keamanan,urgen,Satuan Polisi Pamong Praja
kursi tunggu di puskesmas kurang banyak pasien harus berdiri,kesehatan,biasa,Dinas Kesehatan
selamat pagi mau lapor saluran irigasi sawah bocor petani rugi terus,infrastruktur,urgen,Dinas Pekerjaan Umum
mau lapor nih tenaga kesehatan di desa kami mengundurkan diri tidak ada penggantinya tolong cepet ditangani,kesehatan,urgen,Dinas Kesehatan
jadwal dokter spesialis di puskesmas terlalu sedikit,kesehatan,biasa,Dinas Kesehatan
ada keluhan nih saluran irigasi sawah bocor petani rugi terus,infrastruktur,urgen,Dinas Pekerjaan Umum
mohon pasien penyakit jantung ga bisa dirujuk karena ga ada ambulans tolong cepet ditangani,kesehatan,sangat_urgen,Dinas Kesehatan
kepada yth pemda wabah campak menyebar di sekolah dasar puluhan anak kena,kesehatan,sangat_urgen,Dinas Kesehatan
halo selamat siang pencemaran udara dari pabrik bikin warga sesak napas batuk batuk minta perhatiannya,kebersihan,sangat_urgen,Dinas Lingkungan Hidup
taman di pinggir jalan kurang terawat rumputnya tinggi kapan diselesaikan,infrastruktur,biasa,Dinas Pekerjaan Umum
pengaduan: pasien penyakit jantung ga bisa dirujuk karena ga ada ambulans kapan diselesaikan,kesehatan,sangat_urgen,Dinas Kesehatan
kepada yth pemda senang lihat kota kami makin rapi dan bersih,administrasi,tidak_urgen,Dinas Kependudukan dan Catatan Sipil
permisi mau lapor kamar mandi puskesmas sering tidak ada airnya terima kasih sebelumnya,kesehatan,biasa,Dinas Kesehatan
lingkungan kami sekarang udah bersih makasih petugas kebersihan,administrasi,tidak_urgen,Dinas Kependudukan dan Catatan Sipil
pohon besar tumbang nutupin jalan utama total ga bisa dilewati tolong cepet ditangani,infrastruktur,sangat_urgen,Dinas Pekerjaan Umum
halo pemda ada orang gila mengamuk bawa parang ancam warga sekitar,keamanan,sangat_urgen,Satuan Polisi Pamong Praja
mbak sktm buat daftar sekolah ga bisa didapat harus menyogok dulu harap segera ada tindakan,administrasi,urgen,Dinas Kependudukan dan Catatan Sipil
selamat pagi mau lapor mantep deh pemda udah cepet nanggepin keluhan warga terima kasih sebelumnya,administrasi,tidak_urgen,Dinas Kependudukan dan Catatan Sipil
permisi mau lapor info jadwal dokter di puskesmas ga pernah diupdate,kesehatan,biasa,Dinas Kesehatan
pak jembatan di desa kami putus total ga bisa dilewati sama sekali segera ya pak,infrastruktur,sangat_urgen,Dinas Pekerjaan Umum
mau lapor nih pengajuan beasiswa ga diproses padahal syarat lengkap dan nilai bagus minta tolong banget,administrasi,urgen,Dinas Kependudukan dan Catatan Sipil
tolong bahu jalan agak rusak butuh perbaikan ringan minta ditindak,infrastruktur,biasa,Dinas Pekerjaan Umum
halo selamat siang loket pelayanan ktp cuma buka sampai jam 11 terlalu singkat mohon ditindak,administrasi,biasa,Dinas Kependudukan dan Catatan Sipil
ada keluhan nih kasus pencurian di komplek kami makin sering ga ada ronda malam,keamanan,urgen,Satuan Polisi Pamong Praja
mas got depan pasar tersumbat sampah banjir pas hujan,kebersihan,urgen,Dinas Lingkungan Hidup
mohon pengajuan beasiswa ga diproses padahal syarat lengkap dan nilai bagus minta tolong banget,administrasi,urgen,Dinas Kependudukan dan Catatan Sipil
halo selamat siang pak walikota salatiga keren banget programnya bagus minta ditindak,administrasi,tidak_urgen,Dinas Kependudukan dan Catatan Sipil
penerangan jalan minim banget malem gelap gulita rawan kejahatan,keamanan,urgen,Satuan Polisi Pamong Praja
permisi mau lapor lampu di taman kota mati beberapa titik,infrastruktur,biasa,Dinas Pekerjaan Umum
papan pengumuman di kantor kelurahan jarang diupdate tolong ditindak,administrasi,biasa,Dinas Kependudukan dan Catatan Sipil
limbah pabrik dibuang ke kali sumber air minum warga pada mual mual,kebersihan,sangat_urgen,Dinas Lingkungan Hidup
jalan masuk komplek rusak parah susah dilalui motor kapan diselesaikan,infrastruktur,urgen,Dinas Pekerjaan Umum
halo pemda wabah diare menyebar di desa kami udah 20 orang kena termasuk balita,kesehatan,sangat_urgen,Dinas Kesehatan
gorong gorong jebol jalan ambles dalam banget berbahaya bgt,infrastruktur,sangat_urgen,Dinas Pekerjaan Umum
pengamen sering minta uang paksa di warung warung,keamanan,biasa,Satuan Polisi Pamong Praja
puskesmas kami tidak punya alat usg padahal banyak ibu hamil,kesehatan,urgen,Dinas Kesehatan
jadwal dokter spesialis di puskesmas terlalu sedikit mohon perhatiannya,kesehatan,biasa,Dinas Kesehatan
tempat sampah di taman rusak perlu diganti tolong dong,kebersihan,biasa,Dinas Lingkungan Hidup
mau lapor nih sertifikat tanah saya ga kunjung kelar udah setaun nunggu udah lama nih,administrasi,urgen,Dinas Kependudukan dan Catatan Sipil
halo selamat siang keracunan air minum warga dari pdam banyak yang mual muntah kapan diselesaikan,kesehatan,sangat_urgen,Dinas Kesehatan
ada yang buang bangkai hewan di lahan kosong bau busuk minta ampun,kebersihan,urgen,Dinas Lingkungan Hidup
ada keluhan nih tempat sampah di halte bus udah penuh perlu dikosongkan segera ya pak,kebersihan,biasa,Dinas Lingkungan Hidup
air sumur warga berubah warna bau kimia diduga tercemar pabrik mohon ditindak,kebersihan,sangat_urgen,Dinas Lingkungan Hidup
minta tolong jembatan gantung mau putus kabelnya udah pada karatan parah terima kasih sebelumnya,infrastruktur,sangat_urgen,Dinas Pekerjaan Umum
posyandu ga aktif udah 4 bulan balita ga ada yang pantau,kesehatan,urgen,Dinas Kesehatan
mohon rel kereta ga ada pagarnya udah ada yang ketabrak minggu lalu kami tunggu tindakannya,infrastruktur,sangat_urgen,Dinas Pekerjaan Umum
laporan: selamat hari jadi kota salatiga semoga makin maju warga resah ini,administrasi,tidak_urgen,Dinas Kependudukan dan Catatan Sipil
permisi mau lapor penerangan di lorong puskesmas kurang terang tolong cepet ditangani,kesehatan,biasa,Dinas Kesehatan
penerangan jalan minim banget malem gelap gulita rawan kejahatan udah lama nih,keamanan,urgen,Satuan Polisi Pamong Praja
mas sungai kecil belakang perumahan penuh sampah bau busuk,kebersihan,urgen,Dinas Lingkungan Hidup
mbak pelayanan kelurahan kami sdh membaik lebih cepat dari sebelumnya kami tunggu tindakannya,administrasi,tidak_urgen,Dinas Kependudukan dan Catatan Sipil
mbak taman bermain anak kotor banyak sampah plastik udah lama nih,kebersihan,biasa,Dinas Lingkungan Hidup
bu ruang tunggu puskesmas sempit dan panas ga ada kipas angin,kesehatan,biasa,Dinas Kesehatan
minta tolong pengurusan izin mendirikan bangunan sudah setahun nggak selesai tolong cepet ditangani,administrasi,urgen,Dinas Kependudukan dan Catatan Sipil
dengan hormat paving block di trotoar ada beberapa yang copot minta tolong banget,infrastruktur,biasa,Dinas Pekerjaan Umum
tempat parkir rs daerah kurang luas sering penuh,kesehatan,biasa,Dinas Kesehatan
pengaduan: got depan rumah agak kotor perlu dikuras tolong cepet ditangani,kebersihan,biasa,Dinas Lingkungan Hidup
pengaduan: talud sungai retak retak rawan jebol saat banjir harap segera ada tindakan,infrastruktur,urgen,Dinas Pekerjaan Umum
kepada yth pemda kk kami salah data nama anak ketuker udah lapor berkali kali ga diperbaiki kapan diselesaikan,administrasi,urgen,Dinas Kependudukan dan Catatan Sipil
selamat pagi pemda semoga makin maju kotanya kapan ada solusinya,administrasi,tidak_urgen,Dinas Kependudukan dan Catatan Sipil
warga banyak sesak napas akibat polusi pabrik terdekat,kesehatan,sangat_urgen,Dinas Kesehatan
posyandu ga aktif udah 4 bulan balita ga ada yang pantau tolong cepet ditangani,kesehatan,urgen,Dinas Kesehatan
bu rumput di taman kota tumbuh liar perlu dipangkas,kebersihan,biasa,Dinas Lingkungan Hidup
halo selamat siang motor parkir sembarangan di badan jalan ganggu arus lalu lintas,keamanan,biasa,Satuan Polisi Pamong Praja
halo selamat siang jembatan gantung mau putus kabelnya udah pada karatan parah kami bgt terganggu,infrastruktur,sangat_urgen,Dinas Pekerjaan Umum
mbak got depan rumah mampet banjir kecil tiap hujan,infrastruktur,urgen,Dinas Pekerjaan Umum
mau lapor nih terimakasih udah pasang lampu jalan di gang kami tolong perhatiannya,administrasi,tidak_urgen,Dinas Kependudukan dan Catatan Sipil
halo selamat siang bpjs saya dinonaktifkan padahal iuran selalu bayar tepat waktu,administrasi,urgen,Dinas Kependudukan dan Catatan Sipil
minta tolong lapak pkl menghalangi akses masuk ke gang perumahan minta ditindak,keamanan,biasa,Satuan Polisi Pamong Praja
dengan hormat gorong gorong di bawah jalan tersumbat air meluap ke jalan sudah kami laporkan berkali kali,infrastruktur,urgen,Dinas Pekerjaan Umum
mohon sktm buat daftar sekolah ga bisa didapat harus menyogok dulu,administrasi,urgen,Dinas Kependudukan dan Catatan Sipil
ada keluhan nih reklame ilegal banyak dipasang di pohon pohon jalan,keamanan,biasa,Satuan Polisi Pamong Praja
mbak bayi gizi buruk parah di desa kami butuh bantuan segera tolong cepet ditangani,kesehatan,sangat_urgen,Dinas Kesehatan
selamat pagi mau lapor pompa air irigasi rusak sawah warga kekeringan warga resah ini,infrastruktur,urgen,Dinas Pekerjaan Umum
pagar pembatas jalan agak miring perlu dibenerin kami sangat terganggu,infrastruktur,biasa,Dinas Pekerjaan Umum
taman kota kotor banyak sampah dedaunan tolong diperhatikan,kebersihan,biasa,Dinas Lingkungan Hidup
