teks_bersih,kategori,urgensi,instansi
halo selamat siang gorong gorong jebol jalan ambles dalam banget berbahaya bgt segera ya pak,infrastruktur,sangat_urgen,Dinas Pekerjaan Umum
laporan: program kb di puskesmas kami terhenti karena kekurangan petugas,kesehatan,urgen,Dinas Kesehatan
halo pemda pengamen sering minta uang paksa di warung warung mohon ditindak,keamanan,biasa,Satuan Polisi Pamong Praja
dengan hormat pelayanan kelurahan kami sudah membaik lebih cepat dari sebelumnya kapan ada solusinya,administrasi,tidak_urgen,Dinas Kependudukan dan Catatan Sipil
minta tolong sistem antrian puskesmas masih manual belum pakai nomor mohon ditindak,kesehatan,biasa,Dinas Kesehatan
kepada yth pemda tumpukan sampah di gang belakang makin tinggi ga ada yang angkut kami tunggu tindakannya,kebersihan,urgen,Dinas Lingkungan Hidup
penertiban pkl ga konsisten balik lagi besoknya,keamanan,biasa,Satuan Polisi Pamong Praja
tolong motor trail sering ugal ugalan di jalan kampung ganggu warga kapan ada solusinya,keamanan,biasa,Satuan Polisi Pamong Praja
jalan amblas dalam banget motor aku sampe jatuh tadi malem kapan ada solusinya,infrastruktur,sangat_urgen,Dinas Pekerjaan Umum
tolong ada pembunuhan di kampung kami semalam pelaku masih berkeliaran masyarakat takut kami tunggu tindakannya,keamanan,sangat_urgen,Satuan Polisi Pamong Praja
jmbtn retak prh gyang klo dilewati trk,infrastruktur,sangat_urgen,Dinas Pekerjaan Umum
mohon jembatan kayu di desa kami lapuk berbahaya kalo dilewati minta tolong banget,infrastruktur,urgen,Dinas Pekerjaan Umum
halo selamat siang website kelurahan kami nggak pernah diperbarui informasinya terima kasih seblmnya,administrasi,biasa,Dinas Kependudukan dan Catatan Sipil
minta tolong got depan rumah agak kotor perlu dikuras,kebersihan,biasa,Dinas Lingkungan Hidup
perjudian ilegal beroperasi terang terangan di garasi rumah warga,keamanan,urgen,Satuan Polisi Pamong Praja
selamat pagi mau lapor lingkungan rt kurang bersih perlu kerja bakti tolong diperhatikan,kebersihan,biasa,Dinas Lingkungan Hidup
ada kasus meningitis di kampung kami 3 orang udah masuk icu,kesehatan,sangat_urgen,Dinas Kesehatan
polisi tidur di jalan depan sekolah terlalu tinggi,infrastruktur,biasa,Dinas Pekerjaan Umum
ada warga yang buang sampah di lahan kosong depan rumah kami kapan ada solusinya,kebersihan,biasa,Dinas Lingkungan Hidup
halo pemda trotoar depan pasar rusak parah orang sering kesandung mohon ditindak,infrastruktur,urgen,Dinas Pekerjaan Umum
mbak got depan rumah mampet banjir kecil tiap hujan,infrastruktur,urgen,Dinas Pekerjaan Umum
pohon besar tumbang nutupin jalan utama total ga bisa dilewati tolong cepet ditangani,infrastruktur,sangat_urgen,Dinas Pekerjaan Umum
ruang tunggu kantor pelayanan gak ada tempat duduk yang cukup warga resah ini,administrasi,biasa,Dinas Kependudukan dan Catatan Sipil
halo selamat siang bpjs saya dinonaktifkan padahal iuran selalu bayar tepat waktu,administrasi,urgen,Dinas Kependudukan dan Catatan Sipil
mohon dokter puskesmas sering bolos pasien numpuk ga ada yang meriksa,kesehatan,urgen,Dinas Kesehatan
minta tolong wabah dbd menyebar cepet udah 5 orang di rt kami positif,kesehatan,sangat_urgen,Dinas Kesehatan
makasih ya udah benerin jalan di depan rumah kami,administrasi,tidak_urgen,Dinas Kependudukan dan Catatan Sipil
kepada yth pemda taman di pinggir jalan kurang terawat rumputnya tinggi harap cepet ada tindakan,infrastruktur,biasa,Dinas Pekerjaan Umum
ada keluhan nih got meluap banjir masuk rumah warga udah setinggi lutut kami sangat terganggu,infrastruktur,sangat_urgen,Dinas Pekerjaan Umum
ada orang gila mengamuk bawa parang ancam warga sekitar mohon ditindak,keamanan,sangat_urgen,Satuan Polisi Pamong Praja
lampu merah di perempatan rusak rawan kecelakaan,infrastruktur,urgen,Dinas Pekerjaan Umum
halo pemda pompa air irigasi rusak sawah warga kekeringan mohon ditindak,infrastruktur,urgen,Dinas Pekerjaan Umum
pak limbah b3 dibuang sembarangan di lahan kosong dekat pemukiman mohon perhatiannya,kebersihan,sangat_urgen,Dinas Lingkungan Hidup
asap pabrik hitam pekat setiap hari ganggu warga sekitar,kebersihan,urgen,Dinas Lingkungan Hidup
halo selamat siang penertiban pkl ga konsisten balik lagi besoknya,keamanan,biasa,Satuan Polisi Pamong Praja
mohon wbh cmpr sklh pluhn ank kna tolong cepet,kesehatan,sangat_urgen,Dinas Kesehatan
mau lapor nih pemda tanggap banget waktu kami laporan langsung direspon tolong dong,administrasi,tidak_urgen,Dinas Kependudukan dan Catatan Sipil
tawuran pake celurit ada korban masuk ugd luka parah,keamanan,sangat_urgen,Satuan Polisi Pamong Praja
drainase kecil di gang agak kotor perlu dibersihkan,infrastruktur,biasa,Dinas Pekerjaan Umum
halo pemda limbah kimia ngalir ke sawah tanaman warga pada mati semua tolong diperhatikan,kebersihan,sangat_urgen,Dinas Lingkungan Hidup
mas lampu penerangan di jembatan mati gelap berbahaya malam hari,infrastruktur,urgen,Dinas Pekerjaan Umum
minta tolong puskesmas keliling sdh lama tidak beroperasi ke desa kami kapan ada solusinya,kesehatan,urgen,Dinas Kesehatan
halo pemda ada pungutan liar di terminal oleh oknum preman minta tolong banget,keamanan,urgen,Satuan Polisi Pamong Praja
tolong jalan desa berlubang lubang parah apalagi musim hujan minta tolong banget,infrastruktur,urgen,Dinas Pekerjaan Umum
bayi gz buruk prh butuh bntn sgra,kesehatan,sangat_urgen,Dinas Kesehatan
pak bgl bnuh pngndara mtr jln glp,keamanan,sangat_urgen,Satuan Polisi Pamong Praja
tiang listrik mau roboh nempel ke pohon rawan banget kena angin,infrastruktur,sangat_urgen,Dinas Pekerjaan Umum
halo pemda website kelurahan kami tidak pernah diperbarui informasinya,administrasi,biasa,Dinas Kependudukan dan Catatan Sipil
kepada yth pemda terimakasih sudah mengadakan kegiatan bersih bersih di lingkungan kami udah lama nih,administrasi,tidak_urgen,Dinas Kependudukan dan Catatan Sipil
halo pemda lampu penerangan di jembatan mati gelap berbahaya malam hari segera ya pak,infrastruktur,urgen,Dinas Pekerjaan Umum
pak jalan longsor nutup akses ke 3 desa warga ga bisa kemana mana warga resah ini,infrastruktur,sangat_urgen,Dinas Pekerjaan Umum
ada kasus leptospirosis setelah banjir warga mulai demam tinggi,kesehatan,sangat_urgen,Dinas Kesehatan
mohon ada geng yang terror penduduk minta uang paksa tiap malam tolong dong,keamanan,sangat_urgen,Satuan Polisi Pamong Praja
mau lapor nih peredaran narkoba terang terangan di dekat sekolah anak anak terancam kami tunggu tindakannya,keamanan,sangat_urgen,Satuan Polisi Pamong Praja
jalan kampung kami belum diaspal becek banget kalo ujan,infrastruktur,urgen,Dinas Pekerjaan Umum
truk sampah ga pernah dateng ke rt kami udah 2 minggu numpuk tolong cepet ditangani,kebersihan,urgen,Dinas Lingkungan Hidup
peredaran narkoba terang terangan di dekat sekolah anak anak terancam harap segera ada tindakan,keamanan,sangat_urgen,Satuan Polisi Pamong Praja
pak ada kasus tbc menyebar di lingkungan padat penduduk butuh penanganan cepat kami tunggu tindakannya,kesehatan,sangat_urgen,Dinas Kesehatan
permisi mau lapor pelayanan bpjs dipersulit padahal kartu aktif dan iuran rutin bayar tolong diperhatikan,kesehatan,urgen,Dinas Kesehatan
halo pemda ada pungutan liar di terminal oleh oknum preman warga resah ini,keamanan,urgen,Satuan Polisi Pamong Praja
dengan hormat perjudian ilegal beroperasi terang terangan di garasi rumah warga tolong diperhatikan,keamanan,urgen,Satuan Polisi Pamong Praja
permisi mau lapor website kelurahan kami tidak pernah diperbarui informasinya harap segera ada tindakan,administrasi,biasa,Dinas Kependudukan dan Catatan Sipil
selamat pagi mau lapor penipuan berkedok arisan online makan banyak korban di kelurahan kami,keamanan,urgen,Satuan Polisi Pamong Praja
pengaduan: akta kelahiran anak susah banget diurusnya syaratnya berbelit belit udah lama nih,administrasi,urgen,Dinas Kependudukan dan Catatan Sipil
tolong wrg kna dbd udh 5org positif,kesehatan,sangat_urgen,Dinas Kesehatan
ada keluhan nih pelayanan puskesmas kurang ramah perawatnya galak kapan ada solusinya,kesehatan,biasa,Dinas Kesehatan
permisi mau lapor tempat hiburan malam berisik ganggu warga sekitar tiap malam minggu tolong diperhatikan,keamanan,biasa,Satuan Polisi Pamong Praja
tempat parkir rs daerah kurang luas sering penuh,kesehatan,biasa,Dinas Kesehatan
minta tolong bahu jalan agak rusak butuh perbaikan ringan mohon perhatiannya,infrastruktur,biasa,Dinas Pekerjaan Umum
kasus pencurian di komplek kami makin sering ga ada ronda malam,keamanan,urgen,Satuan Polisi Pamong Praja
halo selamat siang penculikan anak terjadi di dekat sekolah dasar tolong segera ditangani mohon ditindak,keamanan,sangat_urgen,Satuan Polisi Pamong Praja
ambulans desa rusak ga bisa dipake warga ada yang sakit parah kami sangat terganggu,kesehatan,sangat_urgen,Dinas Kesehatan
selamat pagi mau lapor air pdam berasa aneh bau ga layak minum penduduk takut konsumsi mohon ditindak,kebersihan,sangat_urgen,Dinas Lingkungan Hidup
selamat pagi mau lapor pelaku kekerasan dalam rumah tangga kabur setelah menyerang korban parah udah lama nih,keamanan,sangat_urgen,Satuan Polisi Pamong Praja
jembatan gantung mau putus kabelnya udah pada karatan parah udah lama nih,infrastruktur,sangat_urgen,Dinas Pekerjaan Umum
ada pembunuhan di kampung kami semalam pelaku masih berkeliaran warga takut,keamanan,sangat_urgen,Satuan Polisi Pamong Praja
halo pemda wabah diare menyebar di desa kami udah 20 orang kena termasuk balita,kesehatan,sangat_urgen,Dinas Kesehatan
mbak saluran air besar jebol banjir rendam puluhan rumah warga kapan ada solusinya,infrastruktur,sangat_urgen,Dinas Pekerjaan Umum
kepada yth pemda ktp saya udah 5 bulan masih belum jadi padahal semua syarat udah lengkap,administrasi,urgen,Dinas Kependudukan dan Catatan Sipil
laporan: maling motor udah masuk ke perumahan kami 3x dalam sebulan ini harap segera ada tindakan,keamanan,urgen,Satuan Polisi Pamong Praja
halo selamat siang parkir liar di depan toko halangi pejalan kaki minta tolong banget,keamanan,biasa,Satuan Polisi Pamong Praja
mas puskesmas pembantu tutup ga ada tenaga kesehatan sama sekali harap segera ada tindakan,kesehatan,urgen,Dinas Kesehatan
taman kota kotor banyak sampah dedaunan tolong diperhatikan,kebersihan,biasa,Dinas Lingkungan Hidup
minta tolong ada kelompok yang sering bikin keributan di malam hari ganggu warga kapan ada solusinya,keamanan,urgen,Satuan Polisi Pamong Praja
jalan longsor nutup akses ke 3 desa warga ga bisa kemana mana harap segera ada tindakan,infrastruktur,sangat_urgen,Dinas Pekerjaan Umum
mbak program posyandu di kelurahan kami bagus terus ditingkatkan tolong cepet ditangani,administrasi,tidak_urgen,Dinas Kependudukan dan Catatan Sipil
pencemaran udara dari pabrik bikin warga sesak napas batuk batuk,kebersihan,sangat_urgen,Dinas Lingkungan Hidup
mbak bayi gizi buruk parah di desa kami butuh bantuan segera tolong cepet ditangani,kesehatan,sangat_urgen,Dinas Kesehatan
halo pemda ada orang gila mengamuk bawa parang ancam warga sekitar mohon ditindak,keamanan,sangat_urgen,Satuan Polisi Pamong Praja
sindikat penipuan online beroperasi di wilayah kami sudah banyak korban,keamanan,sangat_urgen,Satuan Polisi Pamong Praja
pengumuman kegiatan kelurahan sering terlambat disampaikan ke warga,administrasi,biasa,Dinas Kependudukan dan Catatan Sipil
asap pbrk tbl msk rmh wrg ssk nps segera pak,kebersihan,sangat_urgen,Dinas Lingkungan Hidup
selamat pagi mau lapor talud sungai retak retak rawan jebol saat banjir terima kasih semasih belumnya,infrastruktur,urgen,Dinas Pekerjaan Umum
tempat hiburan malam berisik ganggu warga sekitar tiap malam minggu tolong diperhatikan,keamanan,biasa,Satuan Polisi Pamong Praja
begal beroperasi tiap mlm di jln tmbsan ga ada patroli sama sekali,keamanan,sangat_urgen,Satuan Polisi Pamong Praja
sluran air bsar jbol bnj rendam rmh wrg,infrastruktur,sangat_urgen,Dinas Pekerjaan Umum
pak ada beberapa warga buang sampah sembarangan di pinggir jalan,kebersihan,biasa,Dinas Lingkungan Hidup
jalan amblas dalam banget motor aku sampe jatuh tadi malem warga resah ini,infrastruktur,sangat_urgen,Dinas Pekerjaan Umum
pengaduan: kasus pencurian di komplek kami makin sering ga ada ronda malam tolong diperhatikan,keamanan,urgen,Satuan Polisi Pamong Praja
mau lapor nih sluran air bsar jbol bnj rendam rmh wrg tolong cepet,infrastruktur,sangat_urgen,Dinas Pekerjaan Umum
dengan hormat mantep deh pemda udah cepet nanggepin keluhan warga,administrasi,tidak_urgen,Dinas Kependudukan dan Catatan Sipil
halo pemda peredaran minuman keras ilegal di warung warung sekitar makin marak sudah kami laporkan berkali kali,keamanan,urgen,Satuan Polisi Pamong Praja
ada keluhan nih tumpukan sampah di gang belakang makin tinggi ga ada yang angkut tolong cepet ditangani,kebersihan,urgen,Dinas Lingkungan Hidup
pengaduan: ada oknum yang sering mengintai rumah warga di malam hari mencurigakan tolong dong,keamanan,urgen,Satuan Polisi Pamong Praja
pak penipuan berkedok arisan online makan banyak korban di kelurahan kami harap segera ada tindakan,keamanan,urgen,Satuan Polisi Pamong Praja
permisi mau lapor air sumur warga berubah warna bau kimia diduga tercemar pabrik kami tunggu tindakannya,kebersihan,sangat_urgen,Dinas Lingkungan Hidup
selokan penuh sampah plastik air meluap ke jalan tolong diperhatikan,kebersihan,urgen,Dinas Lingkungan Hidup
halo pemda sertifikat tanah saya ga kunjung kelar udah setaun nunggu kapan ada solusinya,administrasi,urgen,Dinas Kependudukan dan Catatan Sipil
pak wabah dbd menyebar cepet udah 5 orang di rt kami positif udah lama nih,kesehatan,sangat_urgen,Dinas Kesehatan
minta tolong cat zebra cross di perempatan udah pudar mohon perhatiannya,infrastruktur,biasa,Dinas Pekerjaan Umum
pak pnmbkan di daerah kmi wrg pnik segera pak,keamanan,sangat_urgen,Satuan Polisi Pamong Praja
tolong tempat sampah di depan kantor kelurahan jarang dikosongkan kami tunggu tindakannya,kebersihan,biasa,Dinas Lingkungan Hidup
mohon ada penembakan di daerah kami masyarakat panik ga berani keluar rumah sudah kami laporkan berkali kali,keamanan,sangat_urgen,Satuan Polisi Pamong Praja
balita di desa kami banyak yang kena gizi buruk butuh intervensi segera,kesehatan,sangat_urgen,Dinas Kesehatan
bu pelayanan di kecamatan lama banget bisa nunggu sampe sore kami tunggu tindakannya,administrasi,urgen,Dinas Kependudukan dan Catatan Sipil
got besar penuh sampah plastik banjir kalo ujan,kebersihan,urgen,Dinas Lingkungan Hidup
sungai butek item bau warga banyak yang kena penyakit kulit sudah kami laporkan berkali kali,kebersihan,sangat_urgen,Dinas Lingkungan Hidup
org gila ngmk pke prng ancam wrg,keamanan,sangat_urgen,Satuan Polisi Pamong Praja
halo pemda jadwal dokter spesialis di puskesmas terlalu sedikit minta tolong banget,kesehatan,biasa,Dinas Kesehatan
ada pengedar narkoba di lingkungan kami udah lapor tapi belum ada tindakan,keamanan,urgen,Satuan Polisi Pamong Praja
halo pemda surat keterangan domisili dipersulit minta syarat yang enggak masuk akal tolong cepet ditangani,administrasi,urgen,Dinas Kependudukan dan Catatan Sipil
laporan: bangunan liar di lahan fasilitas umum ga ada penertiban segera ya pak,keamanan,biasa,Satuan Polisi Pamong Praja
kepada yth pemda kk kami salah data nama anak ketuker udah lapor berkali kali ga diperbaiki kapan diselesaikan,administrasi,urgen,Dinas Kependudukan dan Catatan Sipil
sindikat penipuan online beroperasi di wilayah kami sdh banyak korban kapan ada solusinya,keamanan,sangat_urgen,Satuan Polisi Pamong Praja
laporan: sungai kecil belakang perumahan penuh sampah bau busuk kami tunggu tindakannya,kebersihan,urgen,Dinas Lingkungan Hidup
lampu penerangan di jembatan mati gelap berbahaya malam hari,infrastruktur,urgen,Dinas Pekerjaan Umum
pengaduan: wabah dbd menyebar cepet udah 5 orang di rt kami positif tolong cepet ditangani,kesehatan,sangat_urgen,Dinas Kesehatan
pak tawuran pake celurit ada korban masuk ugd luka parah bahaya bgt,keamanan,sangat_urgen,Satuan Polisi Pamong Praja
mbak jam pelayanan di kantor desa terlalu singkat tutup terlalu cepat minta tolong banget,administrasi,biasa,Dinas Kependudukan dan Catatan Sipil
motor parkir sembarangan di badan jalan ganggu arus lalu lintas,keamanan,biasa,Satuan Polisi Pamong Praja
pak ijazah anak ditahan sekolah karena masalah administrasi pembayaran terima kasih sebelumnya,administrasi,urgen,Dinas Kependudukan dan Catatan Sipil
permisi mau lapor lampu taman di alun alun beberapa yang mati tolong cepet ditangani,infrastruktur,biasa,Dinas Pekerjaan Umum
halo selamat siang pak camat kami orangnya ramah dan cepat tanggap,administrasi,tidak_urgen,Dinas Kependudukan dan Catatan Sipil
pak loket pelayanan ktp cuma buka sampai jam 11 terlalu singkat,administrasi,biasa,Dinas Kependudukan dan Catatan Sipil
selamat pagi mau lapor plang nama gang kami copot perlu dipasang lagi kami sangat terganggu,infrastruktur,biasa,Dinas Pekerjaan Umum
data kependudukan saya masih salah di sistem setelah berkali kali lapor,administrasi,urgen,Dinas Kependudukan dan Catatan Sipil
lapak pkl menghalangi akses masuk ke gang perumahan,keamanan,biasa,Satuan Polisi Pamong Praja
nrkb djual dpn sklh trang2an segera pak,keamanan,sangat_urgen,Satuan Polisi Pamong Praja
knalpot brong di jalanan bikin bising ganggu ketenangan warga minta tolong banget,keamanan,biasa,Satuan Polisi Pamong Praja
mbak ada yang buang bangkai hewan di lahan kosong bau busuk minta ampun,kebersihan,urgen,Dinas Lingkungan Hidup
permisi mau lapor bayi gizi buruk parah di desa kami butuh bantuan segera segera ya pak,kesehatan,sangat_urgen,Dinas Kesehatan
ada keluhan nih lampu merah di perempatan rusak rawan kecelakaan cepat ya pak,infrastruktur,urgen,Dinas Pekerjaan Umum
got depan pasar tersumbat sampah banjir pas hujan,kebersihan,urgen,Dinas Lingkungan Hidup
